https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"562093","2","1","Vehicle in Operation","1","Hyundai","2009","2009","Tucson Gls","Gray","S","Southbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","KM8JM12B09U970848","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Andover","CT","","06232","","false","N/A","false","false","Vanderman Ave","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2020-05-16","","","",""
"562093","1","1","Vehicle in Operation","1","unkown","","","","Pink","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","UNKNOWN","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Valley Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"562917","2","1","Vehicle in Operation","1","","","","","","W","Westbound","","22","Motor Vehicle In Motion","1","Straight Ahead","1","Brakes","","","","","","1","Two-Way, Not Divided","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","","","1","Straight Ahead","1","Brakes","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","Linwood Ave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"562917","1","1","Vehicle in Operation","3","Hyundai","2012","2012","Sonata Se/limited","Gray","N","Northbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","6","Turning Right","0","None","5NPEC4AC9CH478812","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","","06415","","false","","false","false","Starbuck's exit","true","CT","false","false","1","Titan Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"565384","2","1","Vehicle in Operation","1","","","","","","E","Eastbound","","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","30","","","","","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","7","Turning Left","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","Howard Drive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"565384","1","1","Vehicle in Operation","1","Ram","2018","2018","1500 St","Black","N","Northbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","0","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","7","Turning Left","0","None","1C6RR7FT5JS215345","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dallas","TX","","75201","","false","","false","false","Russ Rd","false","CT","false","false","1","COVENANT INSURANCE CO","","","","","","","","","","","","","","","","","","","","2019-10-31","","","",""
"565408","1","1","Vehicle in Operation","1","Nissan","2011","2011","Murano S/sl/le","Blue","S","Southbound","false","17","Pedestrian","5","Overtaking/Passing","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","5","Overtaking/Passing","0","None","JN8AZ1MW5BW185181","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Marlborough","CT","","06447","","","","false","false","Jones Hollow Rd","false","CT","false","false","1","NONE","","","","","","","","","","","","","","","","","","","","","","","",""
"572462","1","1","Vehicle in Operation","2","Toyota","2004","2004","Corolla","Blue","W","Westbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BR32E34C204831   ","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","UnitedStates","06226","","false","N/A","false","false","Spring Street","false","CT","false","false","1","FOREMOST INSURANCE CO","","","","","","","","","","","","","","","","","","","","","","","",""
"580415","1","1","Vehicle in Operation","1","CHEV","2013","2013","MALIBU LTR","BLU","S","Southbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G11C5SA9DF256857","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","PUTNAM","CT","","06260","false","false","","false","false","BIBEAULT ST.","false","CT","false","false","1","SAFECO","","","","","","","","","false","PUTNAM","CT","","","","","","","","","2020-07-23","","","",""
"580510","2","1","Vehicle in Operation","1","Volvo","2011","2011","Xc90 3.2 Awd","White ","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","YV4952CZ5B1603048","10","Marked Uncontrolled Crosswalk","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Lebanon","CT","","06249","","false","","false","false","Jackson Street ","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"580510","1","1","Vehicle in Operation","1","UNKNOWN","","","","","N","Northbound","false","18","Pedalcycle/Pedalcyclist","10","Entering Traffic Lane","0","None","0","None","25","","","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","","","10","Entering Traffic Lane","0","None","N/A ","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","","","","","","true","","false","false","Jackson Street ","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"588493","2","1","Vehicle in Operation","1","unknown","","","","","W","Westbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","25","","","","","","99","Unknown","99","Unknown","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","island beach road pvt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"588493","1","1","Vehicle in Operation","1","Ford","2000","2000","Taurus SEL","White ","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","1","Straight Ahead","0","None","1FAFP56S9YA209518","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Amston","CT","","06231","","","","false","false","Deepwood Dr","false","CT","false","false","1","Harleysville Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"588694","1","1","Vehicle in Operation","1","KIA","2019","2019","Sportage Ex","White ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","KNDPNCAC2K7514775","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","","06415","","false","","false","false","495 Middletown Ave","false","CT","false","false","1","Integon National Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"599458","1","1","Vehicle in Operation","1","","","","","","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","99","Unknown","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","","","","","false","true","","false","false","SCHOOL ST.","false","","false","false","1","","","","","","","","","","false","","","","","","","","","","","","","","",""
"599458","2","1","Vehicle in Operation","1","SCHWINN","","","","","S","Southbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","","","15","Wrong way (or Wrong Side)","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","false","SCHOOL ST.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601962","1","1","Vehicle in Operation","2","NISS","2013","2013","ROGUE","BLUE","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","1","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JN8AS5MV5DW139095","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danvers","MA","","01923","","false","","false","false","Parking Lot","false","MA","false","false","1","Commerce","","","","","","","","","","","","","","","","","","","","","","","",""
"602057","1","1","Vehicle in Operation","1","NISS","2007","2007","ALTIMA 2","BLK","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4AL21EX7C138483","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","","06226","","false","T&B Motors","false","false","Maple Rd","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2018-09-04","","","",""
"602057","3","1","Vehicle in Operation","1","","","","","","","","","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","","","99","","","99","Unknown","","99","Unknown","99","Unknown","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","","","1","Straight Ahead","99","Unknown","","99","Unknown","99","Unknown","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","MAPLE RD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602057","2","1","Vehicle in Operation","0","Hard rock","","","","Red","N","Northbound","false","","","6","Turning Right","0","None","","","30","","","1","Two-Way, Not Divided","","2","Curve Left","4","Downhill","","","","","","","6","Turning Right","0","None","M6AN19504","1","No Control Device","88","Not Applicable","14","Reentering Roadway","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Maple Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603150","1","1","Vehicle in Operation","1","Hyundai","2011","2011","Veracruz Gls","Blue","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","KM8NUDCC1BU172925","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stafford Springs","CT","","06076","","false","","false","false","Woodland Dr","false","CT","false","false","1","United Services Automobile Association","","","","","","","","","","","","","","","","","","","","2019-08-10","","","",""
"604479","1","1","Vehicle in Operation","1","Honda","2007","2007","Accord LX","Blue","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCM56497A123472","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","","06226","","false","","false","false","Main St ","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"610257","1","1","Vehicle in Operation","1","CHEV","2008","2008","COBALT","YEL","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1AM18B487269814","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","false","false","","false","false","FRONT STREET","false","CT","false","false","1","GEICO","","","","","","","","","false","","","","","","","","","","","","","","",""
"610807","1","1","Vehicle in Operation","1","Nissan","2012","2012","Sentra/s/sr/sl","Gray","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","4","Downhill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","3N1AB6AP3CL644146","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dayville","CT","","06241","","","","false","false","Route 12","false","CT","false","false","1","TRAVELERS","","","","","","","","","","","","","","","","","","","","2019-12-16","","","",""
"611005","1","1","Vehicle in Operation","1","Jeep","2016","2016","Patriot Sport","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","0","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C4NJRBB8GD681078","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwich","CT","","06360","","false","","false","false","Parking lot","true","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"611005","2","2","Parked Vehicle","0","Toyota","2010","2010","Tacoma","Brown","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","0","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","12","Parked","0","None","5TEPX4EN1AZ697279","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Taftville","CT","","06380","","false","","false","false","Parking lot","true","CT","false","false","1","Allstate Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"613659","1","1","Vehicle in Operation","1","TOYO","2007","2007","RAV4 LTD","GRY","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","45","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","7","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JTMBD31V675078000","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Brooklyn","CT","","06234","","false","Sorel's","false","false","Providence Rd.","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"618983","1","1","Vehicle in Operation","1","Kia","2004","2004","Amanti","Silver","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","KNALD124945025007","1","No Control Device","88","Not Applicable","17","Pedestrian","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwich","CT","","06360","","false","N/A","false","false","Main St","false","FL","false","false","1","Kemper Auto","","","","","","","","","","","","","","","","","","","","2019-12-19","","","",""
"627002","1","1","Vehicle in Operation","1","Toyota","1998","1998","Camry CE/LE/XLE","Brown","E","Eastbound","false","17","Pedestrian","11","Slowing","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","11","Slowing","0","None","4T1BF28K8WU929424","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Chaplin","CT","","06235","","false","Gates GMC","false","false","Boston Post Road","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2020-02-14","","","",""
"641931","1","1","Vehicle in Operation","1","Mercedes-benz","2013","2013","S550 4matic","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","WDDNG9EBXDA535715","10","Marked Uncontrolled Crosswalk","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Woodstock","CT","","06281","","false","","false","false","Rte. 169 ","false","CT","false","false","1","Plymouth Rock Assurance","","","","","","","","","","","","","","","","","","","","2020-08-31","","","",""
"645095","1","1","Vehicle in Operation","1","Hond","2002","2002","Crv","Red  ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JHLRD784X2C080889","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","PATTERSON","NY","","12563","","false","","false","false","Hillside RD","false","NY","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2020-12-11","","","",""
"650898","1","1","Vehicle in Operation","1","VW","2005","2005","Jetta","Gray","W","Westbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","3VWSG71K45M601541   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06606","","false","","false","false","Tingley Street ","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"654760","2","2","Parked Vehicle","0","Acura","2000","2000","RSX","Black","W","Westbound","false","88","Not Applicable","12","Parked","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","12","Parked","0","None","JH4DC54863C003749","1","No Control Device","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic    ","CT","","06226","","false","Charlies Auto","false","false","Main St","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"654760","1","1","Vehicle in Operation","1","Niss","2011","2011","Altima 2","White","E","Eastbound","false","11","Cross Centerline","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","1N4AL2AP1BN513319   ","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","11","Cross Centerline","99","Unknown","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","Raymonds Auto","false","false","Main St","false","CT","false","false","1","CSAA Affinity Insurance Comp","","","","","","","","","","","","","","","","","","","","","","","",""
"660869","1","1","Vehicle in Operation","2","Toyota","2011","2011","Avalon/limited","Green","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BK3DBXBU381802","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Brooklyn","CT","","06234","","false","AAA","false","false","RT 6","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2020-05-08","","","",""
"674094","1","1","Vehicle in Operation","2","Nissan","2010","2010","Murano S/sl/le","Red","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JN8AZ1MW3AW108727","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hampton","CT","","06424","","false","N/A","false","false","Westchester Road","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"674094","2","1","Vehicle in Operation","1","Kids","","","Bicycle","Blue","N","Northbound","false","18","Pedalcycle/Pedalcyclist","10","Entering Traffic Lane","0","None","","","40","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","","","10","Entering Traffic Lane","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Westchester Road","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675097","1","1","Vehicle in Operation","1","Volvo","2008","2008","V70 3.2","Green","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","YV1BW982681050886","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Lebanon","CT","","06249","","false","N/A","false","false","203","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2020-07-01","","","",""
