https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165957
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"460391","1","1","Vehicle in Operation","1","","2014","2014","Civic","Blue","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","2HGFB2F57EH511972","1","No Control Device","88","Not Applicable","17","Pedestrian","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","UnitedStates","06512","false","false","","false","false","Main St","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2019-03-15","","","",""
"460680","1","1","Vehicle in Operation","4","","2009","2009","Cts","Brown","W","Westbound","","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G6DG577990160570","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","UnitedStates","06518","false","false","","false","false","Munson Street","false","CT","false","false","1","Travelers","","","","","","","","","","","","","","","","","","","","2018-10-29","","","",""
"460680","2","1","Vehicle in Operation","1","","","","","","","","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","","","","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","99","Unknown","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","false","false","","false","false","Munson St","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"461082","2","2","Parked Vehicle","2","","2013","2013","Econoline","","S","Southbound","","17","Pedestrian","12","Parked","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","1","No Damage","97","Other","12","Parked","0","None","1FDSS3ES3DDB35353","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","17","Pedestrian","88","Not Applicable","88","Not Applicable","7","Ambulance","4","Emergency Operation, Emergency Warning Equipment in Use","","","New Haven","CT","UnitedStates","06513","false","false","","false","true","Sherman Ave","false","CT","false","false","1","Ace American Insurance","","","","","","","","","","","","","","","","","","","","2019-03-31","","","",""
"461082","1","1","Vehicle in Operation","1","","2001","2001","Altima","Tan","N","Northbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4DL01D61C194484","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","East Haven","CT","UnitedStates","06512","false","true","","false","true","Sherman Ave","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"464110","1","1","Vehicle in Operation","1","","","","","","W","Westbound","false","18","Pedalcycle/Pedalcyclist","4","Changing Lanes","0","None","88","Not Applicable","25","","","5","One-Way Trafficway","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","4","Changing Lanes","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","false","N Frontage Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"464110","2","1","Vehicle in Operation","2","","2011","2011","Town","","W","Westbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","2LNBL8EV8BX764357","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","2","Taxi","88","Not applicable","","","New Haven","CT","UnitedStates","06501","false","false","","false","false","N Frontage Rd","false","CT","false","false","1","Plymouth Rock","","","","","","","","","","","","","","","","","","","","2018-10-14","","","",""
"469219","2","1","Vehicle in Operation","1","UNKNOWN","","","Unknown","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","N/A","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Dixwell Avenue","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"469219","1","1","Vehicle in Operation","2","Honda","2003","2003","Element EX","Black","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","5J6YH28553L046315","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden         ","CT","","06514","","false","Wheelers","false","false","Dixwell Avenue","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"469351","1","1","Vehicle in Operation","1","Cannondale","","","SUPER SIX EVO","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","30","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","7FMSEC0056/ARD","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Ridge Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"469351","2","1","Vehicle in Operation","1","Ford","1999","1999","F150","Red","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","1","Straight Ahead","0","None","2FTRX18W1XCA99867","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Haven","CT","","06473","","false","","false","false","Waite Street","false","CT","false","false","1","Trumbull Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"471163","1","1","Vehicle in Operation","1","Honda","","","","Black","W","Westbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","25","99","Unknown","1","Two-Way, Not Divided","3","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","UNKNOWN","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","Whalley Ave","false","","false","false","1","Evading","","","","","","","","","","","","","","","","","","","","","","","",""
"471762","1","1","Vehicle in Operation","1","","","","","","","","","22","Motor Vehicle In Motion","99","Unknown","99","Unknown","88","Not Applicable","","99","Unknown","1","Two-Way, Not Divided","","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","UnitedStates","06514","false","true","","false","false","Unknown","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"471762","2","1","Vehicle in Operation","1","","","","","","","","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","99","","","1","Two-Way, Not Divided","","1","Straight","1","Level","99","Unknown","99","Unknown","","","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","false","false","","false","false","Unknown","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473556","1","1","Vehicle in Operation","1","Ford","2015","2015","F250","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","1FT7X2B63FEB74633","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","17","Pedestrian","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Haven","CT","","06516","true","false","TIM'S AUTO","false","false","FIRST","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2019-01-01","","","",""
"476193","2","1","Vehicle in Operation","1","Dodge","2018","2018","Charger","BLACK","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","2C3CDXHG4JH125368","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","OK","","74134","","false","200 Saw Mill Rd","false","false","Elm Street","false","VA","true","false","1","Ohio Mutual","","","","","","","","","","","","","","","","","","","","2019-07-24","","","",""
"482986","1","1","Vehicle in Operation","1","Volkswagon","2017","2017","Passat S","Gray","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1VWAT7A38HC040265","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Dixwell Ave","false","CT","false","false","1","Safeco","","","","","","","","","","","","","","","","","","","","2019-12-14","","","",""
"482989","1","1","Vehicle in Operation","1","Bavarian Motor Works","2011","2011","328xi","Blue","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","99","Unknown","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","WBAPK5C54BA660405","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","","","","","true","false","","false","false","Howard Ave","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2019-03-21","","","",""
"485300","1","1","Vehicle in Operation","1","","1998","1998","Corolla","Brown","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BR12E2WC079733","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Ella T Grasso Blvd","false","CT","false","false","1","Arbella","","","","","","","","","","","","","","","","","","","","2019-08-21","","","",""
"485812","1","1","Vehicle in Operation","1","Niss","2018","2018","Pathfind","Blk      ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","5N1DR2MM4JC603156   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","","UnitedStates","","","false","Wheelers","false","false","Dixwell Av","false","CT","false","false","1","Self Insured","","","","","","","","","","","","","","","","","","","","","","","",""
"486823","1","1","Vehicle in Operation","4","","2009","2009","Cobalt","Blue","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1AT58H197197549","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Fitch St","false","CT","false","false","1","Progresive","","","","","","","","","","","","","","","","","","","","2018-12-05","","","",""
"499290","1","1","Vehicle in Operation","2","","2006","2006","Scion","Brown","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","5","One-Way Trafficway","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JTKKT624065006047","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","Fountains Garage","false","false","N Frontage Rd","false","CT","false","false","1","State Farm Insurance","","","","","","","","","","","","","","","","","","","","2019-04-04","","","",""
"499347","1","1","Vehicle in Operation","2","Nissan","2013","2013","Altima","Black","W","Westbound","","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","7","Turning Left","0","None","1N4AL3AP7DC266814","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","New Haven","CT","UnitedStates","06511","false","false","","false","false","Charles Street","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2019-05-09","","","",""
"500030","1","1","Vehicle in Operation","2","Mercedes Benz","2010","2010","Glk350","Brown","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WDCGG8HB3AF273568","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Haven","CT","UnitedStates","06473","false","false","Nhpd Garage","false","false","Foxon Blvd","false","CT","false","false","1","Met Life","","","","","","","","","","","","","","","","","","","","2019-10-07","","","",""
"503202","1","1","Vehicle in Operation","1","Gmc","1999","1999","Yukon","Tan      ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1GKEK13R9XR907386   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","NEW HAVEN","CT","","","","false","","false","false","Dixwell Avenue","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","","","","",""
"503202","3","2","Parked Vehicle","0","Honda","2012","2012","Civic EX","Blue","N","Northbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","12","Parked","0","None","2HGFB2F80CH538891","3","Traffic Control Signal","2","Yes","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06710","","false","","false","false","Dixwell Avenue","false","CT","false","false","1","KEMPER INDEPENDENCE INS CO","","","","","","","","","","","","","","","","","","","","","","","",""
"503202","2","2","Parked Vehicle","0","Volkswagon","","","Jetta","Black","N","Northbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","12","Parked","0","None","","3","Traffic Control Signal","2","Yes","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","","false","false","Dixwell Ave","false","CT","true","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"503709","1","1","Vehicle in Operation","1","Infiniti","2009","2009","G37 Awd","Blue","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JNKCV61F19M351654","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Fairfield","CT","","06825","","false","Lombard Motors","false","false","Route 15","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2018-05-26","","","",""
"504081","1","1","Vehicle in Operation","1","Acura","2010","2010","TL","Silver Or Aluminum","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","19UUA9F5XAA006777","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Middletown Ave","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2019-06-20","","","",""
"504866","1","1","Vehicle in Operation","1","Subaru","2007","2007","Legacy Outback 2.5i ","White ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","4S4BP61C477321911","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","","false","","false","false","CIRCULAR AVENUE","false","CT","false","false","1","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"512102","1","1","Vehicle in Operation","1","Unknown","","","","","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","35","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","99","Unknown","1","Straight Ahead","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Derby Ave","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"512202","1","1","Vehicle in Operation","1","","2007","2007","Corolla","Green","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","3","1","Straight","3","Hillcrest","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BR32E97C781805","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","","","","","true","false","","false","false","N Frontage Rd","false","CT","false","false","1","Metlife Auto And Home","","","","","","","","","","","","","","","","","","","","2019-04-18","","","",""
"517678","1","1","Vehicle in Operation","1","Ford","2016","2016","F250 Super Duty","Green","W","Westbound","false","19","Other Non-motorist","97","Other","1","Brakes","88","Not Applicable","1","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","97","Other","1","Brakes","1FT7X2B63GEB90770","1","No Control Device","88","Not Applicable","19","Other Non-motorist","47","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","","false","","false","false","62 Skiff Street","true","CT","true","false","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","2019-06-10","","","",""
"522840","1","1","Vehicle in Operation","1","UNKNOWN","","","SEDAN","RED","E","Eastbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","","","25","3","Not Towed","5","One-Way Trafficway","","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","UNKNOWN","","","","","true","","","","WOOLSEY ST","","","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"523505","1","1","Vehicle in Operation","1","Honda","1999","1999","Accord","White","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCG6675XA113643","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Winthrop Ave","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2019-06-13","","","",""
"528065","1","1","Vehicle in Operation","1","","","","","","E","Eastbound","","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","Whalley Avw","false","","false","false","88","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"528065","2","1","Vehicle in Operation","2","","","","","","E","Eastbound","","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","13","Non-Collision","1","No Damage","3","Passenger Van","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","7","Ambulance","1","Non-Emergency Situation, Non Transporting Patient","","","","","UnitedStates","","false","false","","false","false","Whalley Ave","false","","false","false","88","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"528067","1","1","Vehicle in Operation","1","","","","","","S","Southbound","","17","Pedestrian","7","Turning Left","99","Unknown","88","Not Applicable","45","99","Unknown","1","Two-Way, Not Divided","5","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","7","Turning Left","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","Ella Grasso Blvd","false","","false","false","1","Driver Evaded","","","","","","","","","","","","","","","","","","","","","","","",""
