https://ctcrash.uconn.edu/QueryTool2.action?qid=110723
"CrashID","VehicleID","Trailer ID","Trailer Information Same As Carrier","Trailer Information Same As Power Unit","Trailer Information Same As Other Trailer","Trailer Owner City","Trailer Owner State","Trailer Owner Country","Trailer Owner Postal Code","Trailer License Plate Issuing State Code","Trailer License Plate Was Expired","Trailer License Plate Was Missing","Trailer Vehicle Identification Number"
"746034","2","2","","","","","  ","","","  ","","",""
"746321","2","1","false","false","false","","  ","","","  ","","",""
"746321","2","2","false","false","false","","  ","","","  ","","",""
"747091","4","1","true","false","false","","  ","","","ME","","","1UYFS24873A005101"
"747091","4","2","false","false","false","","  ","","","  ","","",""
"747959","2","1","","","","","  ","","","  ","","",""
"747959","2","2","","","","","  ","","","  ","","",""
"748381","1","1","false","false","false","","  ","","","  ","","",""
"748381","1","2","false","false","false","","  ","","","  ","","",""
"749673","1","1","false","false","false","","  ","","","  ","","",""
"749673","1","2","false","false","false","","  ","","","  ","","",""
"750510","1","1","","","","","  ","","","  ","","",""
"750510","1","2","","","","","  ","","","  ","","",""
"752352","2","1","","","","","  ","","","  ","","",""
"752352","2","2","","","","","  ","","","  ","","",""
"752356","2","1","","","","","  ","","","  ","","",""
"752356","2","2","","","","","  ","","","  ","","",""
"753768","1","1","false","false","false","","  ","","","  ","","",""
"753768","1","2","false","false","false","","  ","","","  ","","",""
"754299","2","1","","","","","  ","","","  ","","",""
"754299","2","2","","","","","  ","","","  ","","",""
"755349","1","1","false","false","false","","  ","","","  ","","",""
"755349","1","2","false","false","false","","  ","","","  ","","",""
"757830","1","1","","","","","  ","","","  ","","",""
"757830","1","2","","","","","  ","","","  ","","",""
"759663","2","1","","","","","  ","","","  ","","",""
"759663","2","2","","","","","  ","","","  ","","",""
"759691","1","1","","","","","  ","","","  ","","",""
"759691","1","2","","","","","  ","","","  ","","",""
"763837","4","1","","","","","  ","","","  ","","",""
"763837","4","2","","","","","  ","","","  ","","",""
"764460","1","1","","","","","  ","","","  ","","",""
"764460","1","2","","","","","  ","","","  ","","",""
"771667","2","1","","","","","  ","","","  ","","",""
"771667","2","2","","","","","  ","","","  ","","",""
"771668","2","1","","","","","  ","","","  ","","",""
"771668","2","2","","","","","  ","","","  ","","",""
"773509","1","1","false","false","false","Nconfirmed Src/","TN","","","TN","","","1JJV532D6CL620659"
"773509","1","2","false","false","false","","  ","","","  ","","",""
"774268","3","1","false","false","false","","  ","","","  ","","",""
"774268","3","2","false","false","false","","  ","","","  ","","",""
"775344","2","1","","","","","  ","","","  ","","",""
"775344","2","2","","","","","  ","","","  ","","",""
"775346","2","1","","","","","  ","","","  ","","",""
"775346","2","2","","","","","  ","","","  ","","",""
"776895","2","1","","","","","  ","","","  ","","",""
"776895","2","2","","","","","  ","","","  ","","",""
"777221","2","1","false","true","false","SALT LAKE CITY","UT","","84120","IN","","","1UYVS2536L2906324"
"777221","2","2","false","false","false","","  ","","","  ","","",""
"777224","2","1","false","false","false","","  ","","","  ","","",""
"777224","2","2","false","false","false","","  ","","","  ","","",""
"778891","2","1","false","false","false","","  ","","","  ","","",""
"778891","2","2","false","false","false","","  ","","","  ","","",""
"779295","1","1","false","false","false","","  ","","","  ","","",""
"779295","1","2","false","false","false","","  ","","","  ","","",""
"779318","1","1","","","","","  ","","","  ","","",""
"779318","1","2","","","","","  ","","","  ","","",""
"780173","1","1","","","","","  ","","","  ","","",""
"780173","1","2","","","","","  ","","","  ","","",""
"781635","2","1","","","","","  ","","","  ","","",""
"781635","2","2","","","","","  ","","","  ","","",""
"781791","1","1","false","false","false","Elizabeth","NJ","United States","","  ","","",""
"781791","1","2","false","false","false","","  ","","","  ","","",""
"781856","2","1","","","","","  ","","","  ","","",""
"781856","2","2","","","","","  ","","","  ","","",""
"782132","2","1","","","","","  ","","","  ","","",""
"782132","2","2","","","","","  ","","","  ","","",""
"782133","1","1","","","","","  ","","","  ","","",""
"782133","1","2","","","","","  ","","","  ","","",""
"782306","1","1","false","false","false","","  ","","","  ","","",""
"782306","1","2","false","false","false","","  ","","","  ","","",""
"782309","1","1","true","false","false","BARDSTOWN","KY","","40004","KY","","","1JJV532W54L852947"
"782309","1","2","false","false","false","","  ","","","  ","","",""
"782373","2","1","false","false","false","Lynnfield","MA","United States","01940","ME","","","1GRAA96236S701410"
"782373","2","2","false","false","false","","  ","","","  ","","",""
"782470","1","1","","","","","  ","","","  ","","",""
"782470","1","2","","","","","  ","","","  ","","",""
"782471","1","1","","","","","  ","","","  ","","",""
"782471","1","2","","","","","  ","","","  ","","",""
"786298","2","1","","","","","  ","","","  ","","",""
"786298","2","2","","","","","  ","","","  ","","",""
"786299","1","1","","","","","  ","","","  ","","",""
"786299","1","2","","","","","  ","","","  ","","",""
"786839","2","1","","","","","  ","","","  ","","",""
"786839","2","2","","","","","  ","","","  ","","",""
"787224","1","1","","","","","  ","","","  ","","",""
"787224","1","2","","","","","  ","","","  ","","",""
"787225","2","1","","","","","  ","","","  ","","",""
"787225","2","2","","","","","  ","","","  ","","",""
"787226","1","1","","","","","  ","","","  ","","",""
"787226","1","2","","","","","  ","","","  ","","",""
"789031","2","1","false","false","false","","  ","","","  ","","",""
"789031","2","2","false","false","false","","  ","","","  ","","",""
"789040","1","1","false","false","false","","  ","","","  ","","",""
"789040","1","2","false","false","false","","  ","","","  ","","",""
"789327","1","1","false","false","false","","  ","","","  ","","",""
"789327","1","2","false","false","false","","  ","","","  ","","",""
"789923","3","1","true","false","false","","  ","","","  ","","",""
"789923","3","2","false","false","false","","  ","","","  ","","",""
"789923","4","1","false","false","false","Jefferson","ME","","04348","ME","","","4YMBU1011GV053909"
"789923","4","2","false","false","false","","  ","","","  ","","",""
"790244","1","1","","","","","  ","","","  ","","",""
"790244","1","2","","","","","  ","","","  ","","",""
"790275","1","1","","","","","  ","","","  ","","",""
"790275","1","2","","","","","  ","","","  ","","",""
"790821","1","1","true","false","false","","CT","United States","","CT","","","5FYD8FV12HF052088"
"790821","1","2","true","false","false","","  ","","","  ","","",""
"792234","1","1","true","false","false","Avon","CT","","06001","  ","","","3H3V532C4FT281203"
"792234","1","2","false","false","false","","  ","","","  ","","",""
"792399","3","1","false","false","false","","  ","","","  ","","",""
"792399","3","2","false","false","false","","  ","","","  ","","",""
"792406","1","1","false","false","false","West Chester","PA","","19382","  ","","",""
"792406","1","2","false","false","false","","  ","","","  ","","",""
"793062","3","1","false","false","false","","  ","","","  ","","",""
"793062","3","2","false","false","false","","  ","","","  ","","",""
"795379","4","1","true","false","false","Belleville","NJ","","07109","TN","","","3H3V532C58T286073"
"795379","4","2","false","false","false","","  ","","","  ","","",""
"795552","3","1","false","false","false","","  ","","","  ","","",""
"795552","3","2","false","false","false","","  ","","","  ","","",""
"795552","4","1","false","false","false","","  ","","","  ","","",""
"795552","4","2","false","false","false","","  ","","","  ","","",""
"795557","1","1","false","false","false","","  ","","","  ","","",""
"795557","1","2","false","false","false","","  ","","","  ","","",""
"795771","1","1","false","false","false","Dayton","OH","","45404","OH","","","4V4NC9EH9HN972750"
"795771","1","2","false","false","false","","  ","","","  ","","",""
"797001","2","1","false","false","false","","  ","","","  ","","",""
"797001","2","2","false","false","false","","  ","","","  ","","",""
"797861","2","1","","","","","  ","","","  ","","",""
"797861","2","2","","","","","  ","","","  ","","",""
"801944","2","1","","","","","  ","","","  ","","",""
"801944","2","2","","","","","  ","","","  ","","",""
"807275","2","1","","","","","  ","","","  ","","",""
"807275","2","2","","","","","  ","","","  ","","",""
"807292","2","1","","","","","  ","","","  ","","",""
"807292","2","2","","","","","  ","","","  ","","",""
"808078","1","1","false","false","false","Atlanta","  ","","GA","TN","","","13N148202L1540142"
"808078","1","2","false","false","false","","  ","","","  ","","",""
"808079","1","1","false","true","false","","  ","","","ME","","","1JJV532D6EL817513"
"808079","1","2","false","false","false","","  ","","","  ","","",""
"808081","2","1","false","false","false","","  ","","","  ","","",""
"808081","2","2","false","false","false","","  ","","","  ","","",""
"808500","2","1","false","false","false","","  ","","","  ","","",""
"808500","2","2","false","false","false","","  ","","","  ","","",""
"809310","1","1","false","false","false","","  ","","","  ","","",""
"809310","1","2","false","false","false","","  ","","","  ","","",""
"810196","3","1","false","true","false","ARLINGTON HEIGHTS","IL","","60004","IL","","","1UYVS2537DG520709"
"810196","3","2","false","false","false","","  ","","","  ","","",""
"810909","3","1","","","","","  ","","","  ","","",""
"810909","3","2","","","","","  ","","","  ","","",""
"812868","2","1","","","","","  ","","","  ","","",""
"812868","2","2","","","","","  ","","","  ","","",""
"812869","1","1","","","","","  ","","","  ","","",""
"812869","1","2","","","","","  ","","","  ","","",""
"813710","2","1","false","false","false","","  ","","","  ","","",""
"813710","2","2","false","false","false","","  ","","","  ","","",""
"813785","2","1","","","","","  ","","","  ","","",""
"813785","2","2","","","","","  ","","","  ","","",""
"814079","2","1","false","false","false","","  ","","","  ","","",""
"814079","2","2","false","false","false","","  ","","","  ","","",""
"814164","1","1","","","","","  ","","","  ","","",""
"814164","1","2","","","","","  ","","","  ","","",""
"815725","2","1","","","","","  ","","","  ","","",""
"815725","2","2","","","","","  ","","","  ","","",""
"815918","1","1","true","false","false","LAREDO","TX","","78045","CA","","","3H3V532C9LR320554"
"815918","1","2","false","false","false","","  ","","","  ","","",""
"816584","1","1","","","","","  ","","","  ","","",""
"816584","1","2","","","","","  ","","","  ","","",""
"817122","1","1","false","false","false","WILLOW GROVE","PA","","19090","IN","","","3FRPF7FC1FV689282"
"817122","1","2","false","false","false","","  ","","","  ","","",""
"818881","1","1","","","","","  ","","","  ","","",""
"818881","1","2","","","","","  ","","","  ","","",""
"826344","1","1","false","false","false","FAUCETT","MO","","64448","MO","","","1GR1A0626KW167768"
"826344","1","2","false","false","false","","  ","","","  ","","",""
"827048","2","1","","","","","  ","","","  ","","",""
"827048","2","2","","","","","  ","","","  ","","",""
"827849","2","1","false","false","false","","  ","","","  ","","",""
"827849","2","2","false","false","false","","  ","","","  ","","",""
"828165","1","1","false","false","false","","  ","","","  ","","",""
"828165","1","2","false","false","false","","  ","","","  ","","",""
"828706","1","1","false","false","false","MCCOOK","IL","United States","60525","IL","","","1JJV532D2LL158794"
"828706","1","2","false","false","false","","  ","","","  ","","",""
"829082","1","1","","","","","  ","","","  ","","",""
"829082","1","2","","","","","  ","","","  ","","",""
